Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Liberia,LBR,"Population, total",SP.POP.TOTL,"1,118,657.00","1,142,302.00","1,166,648.00","1,191,802.00","1,217,901.00","1,245,102.00","1,273,464.00","1,303,035.00","1,333,978.00","1,366,502.00","1,400,730.00","1,436,738.00","1,474,567.00","1,514,366.00","1,556,290.00","1,600,452.00","1,645,836.00","1,692,140.00","1,740,914.00","1,794,248.00","1,853,001.00","1,918,826.00","1,989,483.00","2,057,227.00","2,111,671.00","2,145,754.00","2,158,429.00","2,153,316.00","2,134,097.00","2,106,431.00","2,075,912.00","2,040,139.00","2,001,624.00","1,976,699.00","1,986,493.00","2,044,661.00","2,160,478.00","2,326,202.00","2,517,481.00","2,699,712.00","2,848,456.00","2,953,927.00","3,024,729.00","3,077,058.00","3,135,651.00","3,218,116.00","3,329,211.00","3,461,911.00","3,607,860.00","3,754,133.00","3,891,356.00","4,017,443.00","4,135,659.00","4,248,334.00","4,359,505.00","4,472,230.00","4,586,788.00","4,702,228.00","4,818,977.00",
Libya,LBY,"Population, total",SP.POP.TOTL,"1,448,417.00","1,498,071.00","1,550,813.00","1,607,171.00","1,667,825.00","1,733,306.00","1,803,683.00","1,878,877.00","1,958,914.00","2,043,818.00","2,133,526.00","2,228,146.00","2,327,490.00","2,430,755.00","2,536,888.00","2,645,139.00","2,754,696.00","2,865,637.00","2,979,093.00","3,096,729.00","3,219,466.00","3,347,781.00","3,480,454.00","3,614,689.00","3,746,715.00","3,873,781.00","3,994,597.00","4,109,725.00","4,220,450.00","4,328,939.00","4,436,661.00","4,544,242.00","4,650,885.00","4,755,133.00","4,854,875.00","4,948,798.00","5,036,171.00","5,118,007.00","5,196,780.00","5,275,926.00","5,357,891.00","5,443,248.00","5,531,089.00","5,620,547.00","5,710,154.00","5,798,614.00","5,886,872.00","5,974,787.00","6,058,748.00","6,133,984.00","6,197,663.00","6,247,439.00","6,285,750.00","6,320,359.00","6,362,037.00","6,418,315.00","6,492,164.00","6,580,724.00","6,678,567.00",
St. Lucia,LCA,"Population, total",SP.POP.TOTL,"89,697.00","90,716.00","91,891.00","93,211.00","94,636.00","96,134.00","97,715.00","99,365.00","101,035.00","102,597.00","104,015.00","105,247.00","106,310.00","107,320.00","108,391.00","109,627.00","111,067.00","112,685.00","114,400.00","116,136.00","117,822.00","119,430.00","120,988.00","122,564.00","124,292.00","126,244.00","128,449.00","130,856.00","133,367.00","135,788.00","138,020.00","139,995.00","141,760.00","143,409.00","145,083.00","146,870.00","148,834.00","150,913.00","153,021.00","154,995.00","156,729.00","158,179.00","159,392.00","160,530.00","161,816.00","163,417.00","165,381.00","167,639.00","170,011.00","172,221.00","174,085.00","175,544.00","176,646.00","177,513.00","178,296.00","179,126.00","180,024.00","180,955.00","181,889.00",
Latin America & Caribbean,LCN,"Population, total",SP.POP.TOTL,"219,907,801.00","225,993,884.00","232,265,533.00","238,696,012.00","245,233,432.00","251,850,859.00","258,538,106.00","265,295,652.00","272,128,513.00","279,037,414.00","286,027,166.00","293,097,388.00","300,238,819.00","307,462,534.00","314,773,956.00","322,176,757.00","329,667,217.00","337,240,049.00","344,913,615.00","352,693,991.00","360,591,861.00","368,601,995.00","376,714,428.00","384,896,426.00","393,106,351.00","401,311,796.00","409,496,610.00","417,659,736.00","425,800,798.00","433,925,886.00","442,040,696.00","450,125,305.00","458,175,526.00","466,199,679.00","474,193,423.00","482,150,647.00","490,080,681.00","497,957,410.00","505,774,348.00","513,442,848.00","520,964,431.00","528,336,554.00","535,570,691.00","542,684,680.00","549,705,414.00","556,652,026.00","563,521,369.00","570,314,774.00","577,050,884.00","583,746,102.00","590,303,295.00","596,966,199.00","603,586,217.00","610,151,927.00","616,619,613.00","622,986,033.00","629,240,066.00","635,372,515.00","641,357,515.00",
Least developed countries: UN classification,LDC,"Population, total",SP.POP.TOTL,"240,518,433.00","246,113,640.00","251,900,741.00","257,908,074.00","264,174,179.00","270,720,892.00","277,573,029.00","284,708,409.00","292,045,744.00","299,473,256.00","306,916,896.00","314,344,629.00","321,797,581.00","329,357,353.00","337,142,681.00","345,242,710.00","353,691,338.00","362,475,112.00","371,577,256.00","380,963,304.00","390,612,563.00","400,528,924.00","410,740,611.00","421,279,107.00","432,185,325.00","443,491,288.00","455,193,656.00","467,290,514.00","479,814,021.00","492,803,028.00","506,275,612.00","520,262,423.00","534,731,006.00","549,559,264.00","564,581,083.00","579,681,672.00","594,801,259.00","609,983,301.00","625,342,098.00","641,046,802.00","657,215,864.00","673,903,112.00","691,061,397.00","708,587,948.00","726,331,177.00","744,190,510.00","762,132,501.00","780,219,542.00","798,563,392.00","817,322,629.00","836,614,860.00","856,472,234.00","876,869,863.00","897,797,478.00","919,226,401.00","941,131,317.00","963,511,276.00","986,365,080.00","1,009,662,578.00",
Low income,LIC,"Population, total",SP.POP.TOTL,"158,779,911.00","162,259,865.00","165,830,670.00","169,529,568.00","173,410,029.00","177,509,185.00","181,839,891.00","186,385,902.00","191,120,090.00","196,001,924.00","201,001,375.00","206,110,337.00","211,335,895.00","216,681,265.00","222,154,521.00","227,761,362.00","233,513,206.00","239,409,309.00","245,430,650.00","251,550,765.00","257,758,125.00","264,051,673.00","270,462,062.00","277,049,449.00","283,893,524.00","291,057,942.00","298,550,548.00","306,374,108.00","314,578,310.00","323,219,957.00","332,330,635.00","341,955,755.00","352,066,121.00","362,526,825.00","373,150,870.00","383,810,298.00","394,448,671.00","405,123,344.00","415,959,410.00","427,140,442.00","438,799,433.00","450,962,074.00","463,584,766.00","476,645,372.00","490,099,969.00","503,907,174.00","518,097,437.00","532,663,586.00","547,481,280.00","562,386,040.00","577,274,011.00","592,092,182.00","606,913,332.00","621,915,808.00","637,350,644.00","653,405,207.00","670,117,389.00","687,449,530.00","705,417,321.00",
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,"16,493.00","16,893.00","17,289.00","17,719.00","18,168.00","18,649.00","19,152.00","19,691.00","20,235.00","20,766.00","21,266.00","21,728.00","22,151.00","22,563.00","22,983.00","23,438.00","23,931.00","24,448.00","24,975.00","25,459.00","25,879.00","26,238.00","26,536.00","26,789.00","27,036.00","27,288.00","27,559.00","27,837.00","28,129.00","28,449.00","28,789.00","29,159.00","29,553.00","29,975.00","30,426.00","30,880.00","31,348.00","31,830.00","32,311.00","32,769.00","33,184.00","33,552.00","33,879.00","34,175.00","34,452.00","34,713.00","34,970.00","35,217.00","35,471.00","35,727.00","35,994.00","36,293.00","36,615.00","36,934.00","37,223.00","37,470.00","37,658.00","37,800.00","37,910.00",
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,"9,874,476.00","10,111,637.00","10,352,179.00","10,597,511.00","10,849,975.00","11,110,820.00","11,380,670.00","11,657,650.00","11,937,600.00","12,214,956.00","12,485,740.00","12,747,821.00","13,002,231.00","13,252,036.00","13,501,935.00","13,755,146.00","14,012,899.00","14,273,495.00","14,533,690.00","14,788,862.00","15,035,834.00","15,272,831.00","15,501,207.00","15,724,651.00","15,948,487.00","16,176,280.00","16,408,859.00","16,643,952.00","16,878,189.00","17,106,753.00","17,325,773.00","17,535,729.00","17,736,821.00","17,924,823.00","18,094,477.00","18,242,912.00","18,367,288.00","18,470,900.00","18,564,599.00","18,663,284.00","18,777,601.00","18,911,730.00","19,062,482.00","19,224,037.00","19,387,153.00","19,544,988.00","19,695,972.00","19,842,044.00","19,983,984.00","20,123,508.00","20,261,737.00","20,398,670.00","20,425,000.00","20,585,000.00","20,778,000.00","20,970,000.00","21,203,000.00","21,444,000.00","21,670,000.00",
Lower middle income,LMC,"Population, total",SP.POP.TOTL,"928,490,499.00","949,753,699.00","971,742,838.00","994,420,244.00","1,017,725,630.00","1,041,611,332.00","1,066,074,552.00","1,091,126,634.00","1,116,788,548.00","1,143,088,505.00","1,170,050,244.00","1,197,695,284.00","1,226,045,232.00","1,255,126,850.00","1,284,982,577.00","1,315,638,970.00","1,347,077,568.00","1,379,310,126.00","1,412,439,164.00","1,446,597,778.00","1,481,859,807.00","1,518,293,900.00","1,555,686,714.00","1,593,969,308.00","1,632,885,169.00","1,672,196,713.00","1,711,883,766.00","1,751,925,747.00","1,792,245,451.00","1,832,773,126.00","1,875,358,869.00","1,915,913,909.00","1,956,554,979.00","1,997,079,030.00","2,037,399,623.00","2,077,790,619.00","2,118,416,707.00","2,159,201,405.00","2,199,992,975.00","2,240,609,732.00","2,281,159,205.00","2,321,544,987.00","2,361,829,370.00","2,402,147,090.00","2,442,531,361.00","2,483,021,672.00","2,523,645,459.00","2,564,440,295.00","2,605,437,640.00","2,646,675,754.00","2,688,436,551.00","2,730,385,840.00","2,772,231,195.00","2,814,221,065.00","2,856,124,025.00","2,898,058,449.00","2,939,830,821.00","2,981,420,591.00","3,022,905,169.00",
Low & middle income,LMY,"Population, total",SP.POP.TOTL,"2,271,826,072.00","2,301,530,783.00","2,344,507,821.00","2,399,685,292.00","2,455,350,597.00","2,512,791,707.00","2,573,990,531.00","2,635,220,005.00","2,698,168,546.00","2,763,558,198.00","2,830,664,982.00","2,899,197,937.00","2,966,819,339.00","3,034,402,941.00","3,101,560,890.00","3,167,483,411.00","3,232,891,073.00","3,297,820,434.00","3,363,879,204.00","3,431,452,144.00","3,500,013,974.00","3,570,596,695.00","3,644,529,753.00","3,719,629,711.00","3,794,807,260.00","3,871,482,909.00","3,950,364,261.00","4,031,393,179.00","4,113,221,493.00","4,194,569,000.00","4,277,170,872.00","4,356,603,492.00","4,434,540,894.00","4,511,601,957.00","4,588,114,102.00","4,664,148,544.00","4,739,881,155.00","4,815,512,572.00","4,890,406,949.00","4,964,125,844.00","5,037,268,787.00","5,109,571,487.00","5,181,350,933.00","5,253,312,522.00","5,325,421,944.00","5,397,859,154.00","5,470,400,681.00","5,542,975,651.00","5,616,213,108.00","5,690,410,869.00","5,765,121,055.00","5,840,675,761.00","5,916,770,281.00","5,993,786,433.00","6,071,330,528.00","6,149,221,337.00","6,227,752,871.00","6,306,560,891.00","6,383,958,209.00",
Lesotho,LSO,"Population, total",SP.POP.TOTL,"837,270.00","852,890.00","869,136.00","886,057.00","903,763.00","922,306.00","941,794.00","962,273.00","983,685.00","1,005,909.00","1,028,926.00","1,052,614.00","1,077,095.00","1,102,878.00","1,130,635.00","1,160,792.00","1,193,521.00","1,228,536.00","1,265,202.00","1,302,667.00","1,340,255.00","1,377,799.00","1,415,367.00","1,452,728.00","1,489,691.00","1,526,131.00","1,561,692.00","1,596,394.00","1,630,996.00","1,666,563.00","1,703,747.00","1,742,539.00","1,782,285.00","1,822,236.00","1,861,324.00","1,898,598.00","1,934,291.00","1,968,044.00","1,997,516.00","2,019,731.00","2,032,804.00","2,035,740.00","2,029,829.00","2,018,348.00","2,005,940.00","1,996,114.00","1,989,939.00","1,986,922.00","1,987,129.00","1,990,131.00","1,995,581.00","2,003,787.00","2,014,990.00","2,028,519.00","2,043,437.00","2,059,021.00","2,075,001.00","2,091,412.00","2,108,132.00",
Late-demographic dividend,LTE,"Population, total",SP.POP.TOTL,"1,097,403,781.00","1,099,797,275.00","1,114,451,802.00","1,140,424,871.00","1,165,967,060.00","1,192,235,073.00","1,221,252,541.00","1,249,424,428.00","1,278,385,430.00","1,308,816,321.00","1,339,919,001.00","1,371,557,517.00","1,401,527,248.00","1,430,526,179.00","1,458,108,109.00","1,483,449,266.00","1,507,257,850.00","1,529,518,337.00","1,551,730,186.00","1,574,150,421.00","1,596,184,271.00","1,618,775,545.00","1,643,485,593.00","1,668,173,934.00","1,691,966,485.00","1,716,487,312.00","1,742,456,920.00","1,769,838,060.00","1,797,369,949.00","1,823,976,433.00","1,849,526,605.00","1,873,490,015.00","1,893,548,031.00","1,914,561,058.00","1,935,068,108.00","1,956,575,285.00","1,975,922,433.00","1,994,983,078.00","2,013,289,641.00","2,030,330,432.00","2,045,841,423.00","2,060,587,322.00","2,074,469,505.00","2,088,020,747.00","2,101,455,067.00","2,115,014,282.00","2,128,455,973.00","2,141,610,789.00","2,154,947,270.00","2,168,543,985.00","2,181,529,363.00","2,194,530,619.00","2,207,632,770.00","2,220,999,087.00","2,234,568,586.00","2,248,128,427.00","2,262,158,994.00","2,276,319,334.00","2,288,665,963.00",
Lithuania,LTU,"Population, total",SP.POP.TOTL,"2,778,550.00","2,823,550.00","2,863,350.00","2,898,950.00","2,935,200.00","2,971,450.00","3,008,050.00","3,044,400.00","3,078,850.00","3,107,321.00","3,139,689.00","3,179,041.00","3,213,622.00","3,244,438.00","3,273,894.00","3,301,652.00","3,328,664.00","3,355,036.00","3,379,514.00","3,397,842.00","3,413,202.00","3,432,947.00","3,457,179.00","3,485,192.00","3,514,205.00","3,544,543.00","3,578,914.00","3,616,367.00","3,655,049.00","3,684,255.00","3,697,838.00","3,704,134.00","3,700,114.00","3,682,613.00","3,657,144.00","3,629,102.00","3,601,613.00","3,575,137.00","3,549,331.00","3,524,238.00","3,499,536.00","3,470,818.00","3,443,067.00","3,415,213.00","3,377,075.00","3,322,528.00","3,269,909.00","3,231,294.00","3,198,231.00","3,162,916.00","3,097,282.00","3,028,115.00","2,987,773.00","2,957,689.00","2,932,367.00","2,904,910.00","2,868,231.00","2,828,403.00","2,789,533.00",
Luxembourg,LUX,"Population, total",SP.POP.TOTL,"313,970.00","316,845.00","320,750.00","324,100.00","327,750.00","331,500.00","333,895.00","334,995.00","335,850.00","337,500.00","339,171.00","342,421.00","346,600.00","350,450.00","355,050.00","358,950.00","360,731.00","361,358.00","362,007.00","362,856.00","364,150.00","365,225.00","365,525.00","365,622.00","365,998.00","366,706.00","368,355.00","370,750.00","373,450.00","377,100.00","381,850.00","387,000.00","392,175.00","397,475.00","402,925.00","408,625.00","414,225.00","419,450.00","424,700.00","430,475.00","436,300.00","441,525.00","446,175.00","451,630.00","458,095.00","465,158.00","472,637.00","479,993.00","488,650.00","497,783.00","506,953.00","518,347.00","530,946.00","543,360.00","556,319.00","569,604.00","582,014.00","596,336.00","607,728.00",
Latvia,LVA,"Population, total",SP.POP.TOTL,"2,120,979.00","2,152,681.00","2,181,586.00","2,210,919.00","2,240,623.00","2,265,919.00","2,283,217.00","2,301,220.00","2,323,619.00","2,343,173.00","2,359,164.00","2,376,389.00","2,395,674.00","2,415,819.00","2,437,186.00","2,456,130.00","2,470,989.00","2,485,073.00","2,497,921.00","2,505,953.00","2,511,701.00","2,519,421.00","2,531,080.00","2,546,011.00","2,562,047.00","2,578,873.00","2,599,892.00","2,626,583.00","2,653,434.00","2,666,955.00","2,663,151.00","2,650,581.00","2,614,338.00","2,563,290.00","2,520,742.00","2,485,056.00","2,457,222.00","2,432,851.00","2,410,019.00","2,390,482.00","2,367,550.00","2,337,170.00","2,310,173.00","2,287,955.00","2,263,122.00","2,238,799.00","2,218,357.00","2,200,325.00","2,177,322.00","2,141,669.00","2,097,555.00","2,059,709.00","2,034,319.00","2,012,647.00","1,993,782.00","1,977,527.00","1,959,537.00","1,942,248.00","1,926,542.00",
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,"167,791.00","170,462.00","176,183.00","184,245.00","193,561.00","203,228.00","213,192.00","223,418.00","233,000.00","240,839.00","246,194.00","248,738.00","248,767.00","246,947.00","244,285.00","241,628.00","239,075.00","236,678.00","235,171.00","235,440.00","238,071.00","243,373.00","251,158.00","260,931.00","271,918.00","283,503.00","295,591.00","308,180.00","320,773.00","332,783.00","343,808.00","353,626.00","362,311.00","370,199.00","377,798.00","385,513.00","393,373.00","401,352.00","409,616.00","418,383.00","427,782.00","437,938.00","448,821.00","460,165.00","471,597.00","482,858.00","493,799.00","504,511.00","515,239.00","526,400.00","538,219.00","550,832.00","564,039.00","577,372.00","590,208.00","602,085.00","612,836.00","622,585.00","631,636.00",
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,"3,893.00","3,989.00","4,076.00","4,183.00","4,308.00","4,468.00","4,685.00","4,920.00","5,193.00","5,459.00","5,712.00","5,944.00","6,156.00","6,368.00","6,607.00","6,881.00","7,246.00","7,718.00","8,190.00","8,557.00","8,771.00","8,678.00","8,369.00","8,294.00","9,061.00","11,061.00","14,559.00","19,275.00","24,378.00","28,722.00","31,520.00","32,449.00","31,811.00","30,200.00","28,484.00","27,321.00","26,849.00","26,909.00","27,392.00","28,116.00","28,935.00","29,853.00","30,910.00","32,053.00","33,186.00","34,248.00","35,237.00","36,137.00","36,885.00","37,377.00","37,582.00","37,446.00","37,009.00","36,453.00","36,015.00","35,858.00","36,065.00","36,560.00","37,264.00",
Morocco,MAR,"Population, total",SP.POP.TOTL,"12,328,532.00","12,710,581.00","13,094,888.00","13,478,423.00","13,857,649.00","14,230,163.00","14,595,350.00","14,954,031.00","15,307,273.00","15,656,843.00","16,004,731.00","16,350,881.00","16,696,891.00","17,048,518.00","17,413,144.00","17,796,164.00","18,198,844.00","18,620,093.00","19,059,770.00","19,516,942.00","19,990,012.00","20,479,715.00","20,984,009.00","21,495,086.00","22,002,643.00","22,499,110.00","22,980,335.00","23,447,252.00","23,903,592.00","24,355,619.00","24,807,462.00","25,260,404.00","25,711,406.00","26,155,203.00","26,584,478.00","26,994,250.00","27,383,473.00","27,754,571.00","28,110,443.00","28,455,509.00","28,793,679.00","29,126,330.00","29,454,768.00","29,782,884.00","30,115,214.00","30,455,561.00","30,804,683.00","31,163,673.00","31,536,811.00","31,929,087.00","32,343,389.00","32,781,850.00","33,241,898.00","33,715,693.00","34,192,347.00","34,663,603.00","35,126,296.00","35,581,294.00","36,029,138.00",
Monaco,MCO,"Population, total",SP.POP.TOTL,"22,452.00","22,808.00","23,039.00","23,168.00","23,236.00","23,282.00","23,305.00","23,292.00","23,304.00","23,346.00","23,484.00","23,721.00","24,051.00","24,439.00","24,836.00","25,198.00","25,524.00","25,809.00","26,087.00","26,394.00","26,745.00","27,162.00","27,627.00","28,097.00","28,510.00","28,832.00","29,041.00","29,168.00","29,229.00","29,305.00","29,438.00","29,622.00","29,865.00","30,146.00","30,435.00","30,716.00","30,995.00","31,280.00","31,556.00","31,844.00","32,147.00","32,470.00","32,806.00","33,153.00","33,500.00","33,843.00","34,190.00","34,525.00","34,872.00","35,226.00","35,612.00","36,024.00","36,460.00","36,901.00","37,322.00","37,718.00","38,070.00","38,392.00","38,682.00",
Moldova,MDA,"Population, total",SP.POP.TOTL,"2,544,000.00","2,605,000.00","2,664,000.00","2,720,000.00","2,774,000.00","2,825,000.00","2,873,000.00","2,918,000.00","2,960,000.00","3,002,000.00","3,044,000.00","3,087,000.00","3,131,000.00","3,174,000.00","3,215,000.00","3,251,000.00","3,284,000.00","3,312,000.00","3,339,000.00","3,366,000.00","3,396,000.00","3,429,000.00","3,464,000.00","3,500,000.00","3,536,000.00","3,570,000.00","3,602,000.00","3,633,000.00","3,660,000.00","3,681,000.00","3,696,000.00","3,704,000.00","3,706,000.00","3,701,000.00","3,690,000.00","3,675,099.00","3,667,748.00","3,654,208.00","3,652,732.00","3,647,001.00","3,639,592.00","3,631,462.00","3,623,062.00","3,612,874.00","3,603,945.00","3,595,187.00","3,585,209.00","3,576,910.00","3,570,108.00","3,565,604.00","3,562,045.00","3,559,986.00","3,559,519.00","3,558,566.00","3,556,397.00","3,554,108.00","3,551,954.00","3,549,196.00","3,545,883.00",
Madagascar,MDG,"Population, total",SP.POP.TOTL,"5,099,373.00","5,223,568.00","5,352,503.00","5,486,319.00","5,625,164.00","5,769,218.00","5,918,595.00","6,073,526.00","6,234,465.00","6,401,921.00","6,576,305.00","6,757,850.00","6,946,620.00","7,142,627.00","7,345,780.00","7,556,026.00","7,773,449.00","7,998,164.00","8,230,218.00","8,469,672.00","8,716,553.00","8,971,345.00","9,234,129.00","9,504,281.00","9,780,872.00","10,063,495.00","10,352,120.00","10,647,754.00","10,952,395.00","11,268,658.00","11,598,633.00","11,942,819.00","12,301,336.00","12,675,460.00","13,066,543.00","13,475,400.00","13,902,688.00","14,347,854.00","14,808,791.00","15,282,521.00","15,766,806.00","16,260,932.00","16,765,117.00","17,279,141.00","17,802,997.00","18,336,724.00","18,880,269.00","19,433,530.00","19,996,473.00","20,569,117.00","21,151,640.00","21,743,967.00","22,346,641.00","22,961,253.00","23,589,887.00","24,234,088.00","24,894,380.00","25,570,540.00","26,262,368.00",
Maldives,MDV,"Population, total",SP.POP.TOTL,"89,863.00","92,325.00","94,905.00","97,551.00","100,171.00","102,718.00","105,136.00","107,478.00","109,891.00","112,582.00","115,691.00","119,302.00","123,354.00","127,701.00","132,104.00","136,417.00","140,563.00","144,631.00","148,780.00","153,276.00","158,272.00","163,824.00","169,851.00","176,244.00","182,850.00","189,537.00","196,264.00","203,028.00","209,785.00","216,510.00","223,158.00","229,751.00","236,265.00","242,605.00","248,588.00","254,139.00","259,183.00","263,842.00","268,455.00","273,527.00","279,398.00","286,306.00","294,186.00","302,683.00","311,265.00","319,608.00","327,487.00","335,169.00","343,452.00","353,398.00","365,734.00","380,495.00","397,237.00","415,593.00","435,015.00","454,915.00","475,513.00","496,402.00","515,696.00",
Middle East & North Africa,MEA,"Population, total",SP.POP.TOTL,"105,203,269.00","108,061,812.00","111,045,434.00","114,101,592.00","117,271,166.00","120,541,214.00","123,908,159.00","127,444,958.00","131,026,912.00","134,704,201.00","138,473,064.00","142,307,879.00","146,213,388.00","150,292,291.00","154,509,812.00","158,917,328.00","163,532,323.00","168,361,100.00","173,447,058.00","178,866,341.00","184,628,605.00","190,731,422.00","197,157,159.00","203,834,190.00","210,648,811.00","217,572,788.00","224,549,844.00","231,570,113.00","238,565,130.00","245,453,259.00","254,215,138.00","261,046,309.00","265,656,619.00","272,107,828.00","278,384,965.00","286,096,964.00","292,041,181.00","297,891,731.00","303,641,740.00","309,436,741.00","315,326,801.00","321,297,208.00","327,362,252.00","333,608,779.00","340,143,481.00","347,029,874.00","354,302,463.00","361,929,136.00","369,823,252.00","377,883,993.00","385,917,886.00","393,944,527.00","401,974,219.00","409,977,874.00","417,932,242.00","425,821,770.00","433,597,626.00","441,255,234.00","448,912,859.00",
Mexico,MEX,"Population, total",SP.POP.TOTL,"37,771,859.00","38,966,056.00","40,195,319.00","41,462,369.00","42,771,079.00","44,123,853.00","45,519,737.00","46,956,208.00","48,431,972.00","49,945,279.00","51,493,565.00","53,076,373.00","54,689,943.00","56,324,303.00","57,966,804.00","59,607,953.00","61,242,190.00","62,869,903.00","64,494,869.00","66,123,897.00","67,761,372.00","69,407,624.00","71,058,654.00","72,709,299.00","74,352,631.00","75,983,485.00","77,599,098.00","79,200,081.00","80,788,721.00","82,368,931.00","83,943,132.00","85,512,623.00","87,075,138.00","88,625,440.00","90,156,400.00","91,663,285.00","93,147,044.00","94,611,002.00","96,056,321.00","97,484,832.00","98,899,845.00","100,298,153.00","101,684,758.00","103,081,020.00","104,514,932.00","106,005,203.00","107,560,153.00","109,170,502.00","110,815,271.00","112,463,887.00","114,092,963.00","115,695,473.00","117,274,155.00","118,827,161.00","120,355,128.00","121,858,258.00","123,333,376.00","124,777,324.00","126,190,788.00",
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,"14,662.00","15,051.00","15,547.00","16,114.00","16,710.00","17,284.00","17,842.00","18,388.00","18,961.00","19,622.00","20,395.00","21,313.00","22,341.00","23,439.00","24,531.00","25,576.00","26,552.00","27,470.00","28,406.00","29,416.00","30,576.00","31,893.00","33,328.00","34,889.00","36,557.00","38,333.00","40,211.00","42,173.00","44,083.00","45,820.00","47,271.00","48,404.00","49,245.00","49,831.00","50,215.00","50,457.00","50,533.00","50,450.00","50,356.00","50,423.00","50,753.00","51,422.00","52,370.00","53,456.00","54,476.00","55,258.00","55,767.00","56,051.00","56,174.00","56,250.00","56,366.00","56,531.00","56,717.00","56,938.00","57,179.00","57,439.00","57,735.00","58,058.00","58,413.00",
Middle income,MIC,"Population, total",SP.POP.TOTL,"2,113,046,161.00","2,139,270,918.00","2,178,677,151.00","2,230,155,724.00","2,281,940,568.00","2,335,282,522.00","2,392,150,640.00","2,448,834,103.00","2,507,048,456.00","2,567,556,274.00","2,629,663,607.00","2,693,087,600.00","2,755,483,444.00","2,817,721,676.00","2,879,406,369.00","2,939,722,049.00","2,999,377,867.00","3,058,411,125.00","3,118,448,554.00","3,179,901,379.00","3,242,255,849.00","3,306,545,022.00","3,374,067,691.00","3,442,580,262.00","3,510,913,736.00","3,580,424,967.00","3,651,813,713.00","3,725,019,071.00","3,798,643,183.00","3,871,349,043.00","3,944,840,237.00","4,014,647,737.00","4,082,474,773.00","4,149,075,132.00","4,214,963,232.00","4,280,338,246.00","4,345,432,484.00","4,410,389,228.00","4,474,447,539.00","4,536,985,402.00","4,598,469,354.00","4,658,609,413.00","4,717,766,167.00","4,776,667,150.00","4,835,321,975.00","4,893,951,980.00","4,952,303,244.00","5,010,312,065.00","5,068,731,828.00","5,128,024,829.00","5,187,847,044.00","5,248,583,579.00","5,309,856,949.00","5,371,870,625.00","5,433,979,884.00","5,495,816,130.00","5,557,635,482.00","5,619,111,361.00","5,678,540,888.00",
North Macedonia,MKD,"Population, total",SP.POP.TOTL,"1,488,667.00","1,507,654.00","1,527,111.00","1,547,450.00","1,569,142.00","1,592,433.00","1,617,795.00","1,644,943.00","1,672,399.00","1,698,144.00","1,720,800.00","1,739,521.00","1,754,956.00","1,768,991.00","1,784,398.00","1,803,010.00","1,825,552.00","1,851,069.00","1,877,688.00","1,902,719.00","1,924,197.00","1,941,530.00","1,955,243.00","1,965,895.00","1,974,415.00","1,981,534.00","1,987,538.00","1,992,274.00","1,995,513.00","1,996,870.00","1,996,228.00","1,993,302.00","1,988,659.00","1,984,028.00","1,981,703.00","1,983,252.00","1,989,443.00","1,999,598.00","2,012,057.00","2,024,394.00","2,034,819.00","2,042,842.00","2,048,928.00","2,053,426.00","2,057,048.00","2,060,273.00","2,063,131.00","2,065,426.00","2,067,313.00","2,069,039.00","2,070,741.00","2,072,487.00","2,074,278.00","2,076,067.00","2,077,775.00","2,079,328.00","2,080,745.00","2,081,996.00","2,082,958.00",
Mali,MLI,"Population, total",SP.POP.TOTL,"5,263,733.00","5,322,266.00","5,381,368.00","5,441,613.00","5,503,752.00","5,568,484.00","5,635,859.00","5,706,199.00","5,780,835.00","5,861,412.00","5,949,045.00","6,044,530.00","6,147,458.00","6,256,187.00","6,368,348.00","6,482,278.00","6,596,728.00","6,712,267.00","6,831,085.00","6,956,402.00","7,090,126.00","7,234,728.00","7,388,668.00","7,545,166.00","7,694,855.00","7,831,889.00","7,952,865.00","8,062,219.00","8,171,522.00","8,296,915.00","8,449,913.00","8,635,527.00","8,850,334.00","9,087,176.00","9,334,880.00","9,585,653.00","9,837,571.00","10,094,368.00","10,360,561.00","10,642,936.00","10,946,445.00","11,271,600.00","11,616,887.00","11,982,695.00","12,369,070.00","12,775,516.00","13,203,378.00","13,651,464.00","14,113,577.00","14,581,429.00","15,049,353.00","15,514,591.00","15,979,499.00","16,449,864.00","16,934,220.00","17,438,778.00","17,965,429.00","18,512,394.00","19,077,690.00",
